treatmentId	1980_CH1	1982_MSW1	1991_CH3	1993_MSW2	1994_Koopman	2005_MSW3	2019_HMW	2022_BatNames	2022_MDD	2022_IUCN	2023_BatNames	2023_MDD	2025_MDD_2_0	2025_batnames_1_7	2025_MDD_2_2
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L507.tsv	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa	Kerivoula papillosa
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L508.tsv	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida	Kerivoula pellucida
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L509.tsv	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena	Kerivoula phalaena
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L510.tsv	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta	Kerivoula picta
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L511.tsv	N/A	N/A	N/A	Kerivoula whiteheadi [synonym of]	Kerivoula whiteheadi pusilla	Kerivoula whiteheadi pusilla	Kerivoula whiteheadi pusilla	Kerivoula pusilla	Kerivoula pusilla	N/A	Kerivoula pusilla	Kerivoula pusilla	Kerivoula pusilla	Kerivoula pusilla	Kerivoula pusilla
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L512.tsv	N/A	Kerivoula whiteheadi [synonym of]	N/A	Kerivoula whiteheadi [synonym of]	Pipistrellus bicolor	Kerivoula whiteheadi bicolor	N/A	Kerivoula pusilla bicolor	Kerivoula pusilla [synonym of]	N/A	Kerivoula pusilla bicolor	Kerivoula pusilla [synonym of]	Kerivoula pusilla [synonym of]	 	Kerivoula pusilla bicolor
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L513.tsv	Kerivoula smithi	Kerivoula smithi	Kerivoula smithii	Kerivoula smithi	Kerivoula smithi	Kerivoula smithii	Kerivoula smithii	Kerivoula smithii	Kerivoula smithii	Kerivoula smithii	Kerivoula smithii	Kerivoula smithii	Kerivoula smithii	Kerivoula smithii	Kerivoula smithii
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L514.tsv	N/A	N/A	N/A	N/A	N/A	N/A	Kerivoula titania	Kerivoula titania	Kerivoula titania	Kerivoula titania	Kerivoula titania	Kerivoula titania	Kerivoula titania	Kerivoula titania	Kerivoula titania
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L515.tsv	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi	Kerivoula whiteheadi
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L516.tsv	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis	Laephotis angolensis
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L517.tsv	Laephotis botswanae	Laephotis botswanae	Laephotis botswanae	N/A	Laephotis botswanae	Laephotis botswanae	Laephotis botswanae	Laephotis botswanae	Laephotis botswanae	Laephotis botswanae	Laephotis angolensis angolensis [synonym of]	Laephotis angolensis [synonym of]	Laephotis angolensis [synonym of]	 	Laephotis angolensis [synonym of]
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L518.tsv	Eptesicus capensis	Eptesicus capensis	Pipistrellus capensis	Eptesicus capensis	Pipistrellus capensis	Neoromicia capensis	Neoromicia capensis	Laephotis capensis	Laephotis capensis	Neoromicia capensis	Laephotis capensis	Laephotis capensis	Laephotis capensis	Laephotis capensis	Laephotis capensis
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L519.tsv	Eptesicus melckorum	Eptesicus melckorum	Pipistrellus capensis [synonym of]	N/A	Pipistrellus melckorum	Neoromicia melckorum	N/A	Laephotis capensis capensis [synonym of]	Laephotis capensis [synonym of]	Neoromicia melckorum	Laephotis capensis capensis [synonym of]	Laephotis capensis [synonym of]	Laephotis capensis [synonym of]	 	Laephotis capensis [synonym of]
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L520.tsv	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Laephotis kirinyaga	Laephotis kirinyaga	N/A	Laephotis kirinyaga	Laephotis kirinyaga	Laephotis kirinyaga	Laephotis kirinyaga	Laephotis kirinyaga
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L521.tsv	N/A	N/A	N/A	N/A	N/A	Neoromicia somalica malagasyensis	Neoromicia malagasyensis	Laephotis malagasyensis	Laephotis malagasyensis	Neoromicia malagasyensis	Laephotis malagasyensis	Laephotis malagasyensis	Laephotis malagasyensis	Laephotis malagasyensis	Laephotis malagasyensis
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L522.tsv	N/A	N/A	N/A	Eptesicus capensis [synonym of]	Pipistrellus capensis matroka	Eptesicus matroka	Neoromicia matroka	Laephotis matroka	Laephotis matroka	Neoromicia matroka	Laephotis matroka	Laephotis matroka	Laephotis matroka	Laephotis matroka	Laephotis matroka
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L523.tsv	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis	Laephotis namibensis
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L524.tsv	N/A	N/A	N/A	N/A	N/A	N/A	Neoromicia robertsi	Laephotis robertsi	Laephotis robertsi	Neoromicia robertsi	Laephotis robertsi	Laephotis robertsi	Laephotis robertsi	Laephotis robertsi	Laephotis robertsi
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L525.tsv	N/A	N/A	N/A	N/A	N/A	N/A	Neoromicia stanleyi	Laephotis stanleyi	Laephotis stanleyi	N/A	Laephotis stanleyi	Laephotis stanleyi	Laephotis stanleyi	Laephotis stanleyi	Laephotis stanleyi
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L526.tsv	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni	Laephotis wintoni
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L527.tsv	Micronycteris brachyotis	Micronycteris brachyotis	Micronycteris brachyotis	Micronycteris brachyotis	Micronycteris brachyotis	Lampronycteris brachyotis	Lampronycteris brachyotis	Lampronycteris brachyotis	Lampronycteris brachyotis	Lampronycteris brachyotis	Lampronycteris brachyotis	Lampronycteris brachyotis	Lampronycteris brachyotis	Lampronycteris brachyotis	Lampronycteris brachyotis
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L528.tsv	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans	Lasionycteris noctivagans
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L529.tsv	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Lasiurus arequipae	Lasiurus arequipae	N/A	Lasiurus arequipae	Lasiurus arequipae	Lasiurus arequipae	Lasiurus arequipae	Lasiurus arequipae
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L530.tsv	N/A	N/A	N/A	N/A	N/A	Lasiurus atratus	Lasiurus atratus	Lasiurus atratus	Lasiurus atratus	Lasiurus atratus	Lasiurus atratus	Lasiurus atratus	Lasiurus atratus	Lasiurus atratus	Lasiurus atratus
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L531.tsv	N/A	N/A	N/A	Lasiurus borealis [synonym of]	Lasiurus borealis blossevillii	Lasiurus blossevillii	Lasiurus blossevilii	Lasiurus blossevillii	Lasiurus blossevillii	Lasiurus blossevillii	Lasiurus blossevillii	Lasiurus blossevillii	Lasiurus blossevillii	Lasiurus blossevillii	Lasiurus blossevillii
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L532.tsv	Lasiurus brachyotis	Lasiurus borealis [synonym of]	Lasiurus borealis [synonym of]	Lasiurus borealis [synonym of]	Lasiurus borealis brachyotis	Lasiurus blossevillii brachyotis	Lasiurus blossevilii brachyotis	Lasiurus blossevillii brachyotis	Lasiurus blossevillii [synonym of]	Lasiurus blossevillii brachyotis	Lasiurus blossevillii brachyotis	Lasiurus blossevillii [synonym of]	Lasiurus blossevillii [synonym of]	 	Lasiurus blossevillii brachyotis
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L533.tsv	N/A	N/A	N/A	Lasiurus borealis [synonym of]	N/A	Lasiurus salinae [synonym of]	Lasiurus blossevilii salinae	Lasiurus blossevillii salinae	Lasiurus blossevillii [synonym of]	Lasiurus salinae	Lasiurus blossevillii salinae	Lasiurus blossevillii [synonym of]	Lasiurus blossevillii [synonym of]	 	Lasiurus blossevillii salinae
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L534.tsv	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis	Lasiurus borealis
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L535.tsv	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus	Lasiurus castaneus
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L536.tsv	Lasiurus cinereus	Lasiurus cinereus	Lasiurus cinereus	Lasiurus cinereus	Lasiurus cinereus	Lasiurus cinereus	Lasiurus cinereus	Lasiurus cinereus	Aeorestes cinereus	Lasiurus cinereus	Lasiurus cinereus	Lasiurus cinereus	Lasiurus cinereus	Lasiurus cinereus	Lasiurus cinereus
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L537.tsv	N/A	Lasiurus borealis [synonym of]	Lasiurus borealis [synonym of]	Lasiurus borealis [synonym of]	Lasiurus borealis degelidus	Lasiurus degelidus	Lasiurus degelidus	Lasiurus degelidus	Lasiurus degelidus	Lasiurus degelidus	Lasiurus degelidus	Lasiurus degelidus	Lasiurus degelidus	Lasiurus degelidus	Lasiurus degelidus
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L538.tsv	N/A	N/A	N/A	N/A	N/A	Lasiurus ebenus	Lasiurus ebenus	Lasiurus ebenus	Lasiurus ebenus	Lasiurus ebenus	Lasiurus ebenus	Lasiurus ebenus	Lasiurus ebenus	Lasiurus ebenus	Lasiurus ebenus
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L539.tsv	Dasypterus ega	Lasiurus ega	Lasiurus ega	Lasiurus ega	Lasiurus ega	Lasiurus ega	Lasiurus ega	Lasiurus ega	Dasypterus ega	Lasiurus ega	Lasiurus ega	Lasiurus ega	Lasiurus ega	Lasiurus ega	Lasiurus ega
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L540.tsv	Dasypterus egregius	Lasiurus egregius	Lasiurus egregius	Lasiurus egregius	Lasiurus egregius	Lasiurus egregius	Lasiurus egregius	Lasiurus egregius	Aeorestes egregius	Lasiurus egregius	Lasiurus egregius	Lasiurus egregius	Lasiurus egregius	Lasiurus egregius	Lasiurus egregius
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L541.tsv	N/A	N/A	N/A	Lasiurus borealis [synonym of]	Lasiurus blossevillii frantzii	Lasiurus blossevillii frantzii	Lasiurus frantzii	Lasiurus frantzii	Lasiurus frantzii	N/A	Lasiurus frantzii	Lasiurus frantzii	Lasiurus frantzii	Lasiurus frantzii	Lasiurus frantzii
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L542.tsv	N/A	Lasiurus intermedius [synonym of]	Lasiurus insularis	N/A	N/A	Lasiurus insularis	Lasiurus insularis	Lasiurus insularis	Dasypterus insularis	Lasiurus insularis	Lasiurus insularis	Lasiurus insularis	Lasiurus insularis	Lasiurus insularis	Lasiurus insularis
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L543.tsv	Dasypterus intermedius	Lasiurus intermedius	Lasiurus intermedius	Lasiurus intermedius	Lasiurus intermedius	Lasiurus intermedius	Lasiurus intermedius	Lasiurus intermedius	Dasypterus intermedius	Lasiurus intermedius	Lasiurus intermedius	Lasiurus intermedius	Lasiurus intermedius	Lasiurus intermedius	Lasiurus intermedius
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L544.tsv	N/A	Lasiurus borealis [synonym of]	Lasiurus borealis [synonym of]	Lasiurus borealis [synonym of]	Lasiurus borealis minor	Lasiurus minor	Lasiurus minor	Lasiurus minor	Lasiurus minor	Lasiurus minor	Lasiurus minor	Lasiurus minor	Lasiurus minor	Lasiurus minor	Lasiurus minor
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L545.tsv	N/A	Lasiurus borealis [synonym of]	Lasiurus borealis [synonym of]	Lasiurus borealis [synonym of]	Lasiurus borealis pfeifferi	Lasiurus pfeifferi	Lasiurus pfeifferi	Lasiurus pfeifferi	Lasiurus pfeifferi	Lasiurus pfeifferi	Lasiurus pfeifferi	Lasiurus pfeifferi	Lasiurus pfeifferi	Lasiurus pfeifferi	Lasiurus pfeifferi
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L546.tsv	Lasiurus seminolus	Lasiurus seminolus	Lasiurus seminolus	Lasiurus seminolus	Lasiurus borealis seminolus	Lasiurus seminolus	Lasiurus seminolus	Lasiurus seminolus	Lasiurus seminolus	Lasiurus seminolus	Lasiurus seminolus	Lasiurus seminolus	Lasiurus seminolus	Lasiurus seminolus	Lasiurus seminolus
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L547.tsv	N/A	Lasiurus cinereus [synonym of]	N/A	Lasiurus cinereus [synonym of]	Lasiurus cinereus semotus	Lasiurus cinereus semotus	Lasiurus semotus	Lasiurus semotus	Aeorestes semotus	N/A	Lasiurus semotus	Lasiurus semotus	Lasiurus semotus	Lasiurus semotus	Lasiurus semotus
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L548.tsv	N/A	N/A	N/A	Lasiurus borealis [synonym of]	Lasiurus borealis varius	Lasiurus varius	Lasiurus varius	Lasiurus varius	Lasiurus varius	Lasiurus varius	Lasiurus varius	Lasiurus varius	Lasiurus varius	Lasiurus varius	Lasiurus varius
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L549.tsv	N/A	N/A	N/A	Lasiurus cinereus [synonym of]	Lasiurus cinereus villosissimus	Lasiurus cinereus villosissimus	Lasiurus villosissimus	Lasiurus villosissimus	Aeorestes villosissimus	N/A	Lasiurus villosissimus	Lasiurus villosissimus	Lasiurus villosissimus	Lasiurus villosissimus	Lasiurus villosissimus
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L550.tsv	N/A	N/A	N/A	Lasiurus ega [synonym of]	Lasiurus ega xanthinus	Lasiurus xanthinus	Lasiurus xanthinus	Lasiurus xanthinus	Dasypterus xanthinus	Lasiurus xanthinus	Lasiurus xanthinus	Lasiurus xanthinus	Lasiurus xanthinus	Lasiurus xanthinus	Lasiurus xanthinus
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L551.tsv	Latidens salimalii	N/A	Latidens salimalii	Latidens salimalii	Latidens salimalii	Latidens salimalii	Latidens salimalii	Latidens salimalii	Latidens salimalii	Latidens salimalii	Latidens salimalii	Latidens salimalii	Latidens salimalii	Latidens salimalii	Latidens salimalii
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L552.tsv	Lavia frons	Lavia frons	Lavia frons	Lavia frons	Lavia frons	Lavia frons	Lavia frons	Lavia frons	Lavia frons	Lavia frons	Lavia frons	Lavia frons	Lavia frons	Lavia frons	Lavia frons
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L553.tsv	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae	Leptonycteris curasoae
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L554.tsv	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis	Leptonycteris nivalis
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L555.tsv	N/A	Leptonycteris nivalis [synonym of]	Leptonycteris yerbabuenae	Leptonycteris curasoae [synonym of]	Leptonycteris yerbabuenae	Leptonycteris yerbabuenae	Leptonycteris yerbabuenae	Leptonycteris yerbabuenae	Leptonycteris yerbabuenae	Leptonycteris yerbabuenae	Leptonycteris yerbabuenae	Leptonycteris yerbabuenae	Leptonycteris yerbabuenae	Leptonycteris yerbabuenae	Leptonycteris yerbabuenae
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L556.tsv	Leptonycteris sanborni	Leptonycteris sanborni	Leptonycteris yerbabuenae [synonym of]	Leptonycteris curasoae [synonym of]	N/A	Leptonycteris yerbabuenae [synonym of]	N/A	Leptonycteris yerbabuenae yerbabuenae [synonym of]	Leptonycteris yerbabuenae [synonym of]	Leptonycteris yerbabuenae [synonym of]	Leptonycteris yerbabuenae yerbabuenae [synonym of]	Leptonycteris yerbabuenae [synonym of]	Leptonycteris yerbabuenae [synonym of]	 	Leptonycteris yerbabuenae [synonym of]
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L557.tsv	Lichonycteris degener	Lichonycteris degener	Lichonycteris obscura [synonym of]	Lichonycteris obscura [synonym of]	N/A	Lichonycteris obscura [synonym of]	Lichonycteris degener	Lichonycteris degener	Lichonycteris degener	Lichonycteris degener	Lichonycteris degener	Lichonycteris degener	Lichonycteris degener	Lichonycteris degener	Lichonycteris degener
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L558.tsv	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura	Lichonycteris obscura
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L559.tsv	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli	Lionycteris spurrelli
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L560.tsv	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni	Lonchophylla bokermanni
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L561.tsv	N/A	N/A	N/A	N/A	N/A	N/A	Lonchophylla chocoana	Lonchophylla chocoana	Lonchophylla chocoana	Lonchophylla chocoana	Lonchophylla chocoana	Lonchophylla chocoana	Lonchophylla chocoana	Lonchophylla chocoana	Lonchophylla chocoana
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L562.tsv	Lonchophylla concava	Lonchophylla mordax [synonym of]	Lonchophylla concava	Lonchophylla mordax [synonym of]	Lonchophylla mordax concava	Lonchophylla mordax concava	Lonchophylla concava	Lonchophylla concava	Lonchophylla concava	Lonchophylla concava	Lonchophylla concava	Lonchophylla concava	Lonchophylla concava	Lonchophylla concava	Lonchophylla concava
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L563.tsv	N/A	N/A	Lonchophylla dekeyseri	Lonchophylla dekeyseri	Lonchophylla dekeyseri	Lonchophylla dekeyseri	Lonchophylla dekeyseri	Lonchophylla dekeyseri	Lonchophylla dekeyseri	Lonchophylla dekeyseri	Lonchophylla dekeyseri	Lonchophylla dekeyseri	Lonchophylla dekeyseri	Lonchophylla dekeyseri	Lonchophylla dekeyseri
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L564.tsv	N/A	N/A	N/A	N/A	N/A	N/A	Lonchophylla fornicata	Lonchophylla fornicata	Lonchophylla fornicata	Lonchophylla fornicata	Lonchophylla fornicata	Lonchophylla fornicata	Lonchophylla fornicata	Lonchophylla fornicata	Lonchophylla fornicata
https://linker.bio/line:hash://sha256/8b20b8ebd7b5bd963ba9f45ca371e7167e7d48b61e72aa14471a3e496be15a50!/L1,L565.tsv	N/A	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi	Lonchophylla handleyi
